Word,EV
bastarding,0.225
treachery,0.575
arseholes,0.225
horseshit,0.225
slay,0.225
disdain,0.35
aggravates,0.225
brutal,0.025
scorching,0.225
devil,0.15
madden,0.05
spiteful,0.225
scream,0.575
choke,0.125
vermin,0.025
tumult,0.575
criminal,0.025
mangle,0.125
anarchism,0.025
mutilation,0.125
denunciation,0.05
punch,0.55
virulence,0.05
fatal,0.1
hurting,0.15
crucifixion,0.125
dontlikeyou,0.225
blasphemous,0.35
holocaust,0.1
dumbasses,0.225
battled,0.15
deranged,0.025
irritated,0.225
atrocious,0.35
evil,0.125
aggravated,0.225
intimidation,0.05
dicks,0.225
assassin,0.125
scolding,0.225
persecution,0.125
slayer,0.55
kidnap,0.575
aggression,0.05
armed,0.025
battle,0.225
poison,0.125
snarling,0.225
venom,0.025
disgruntled,0.125
resentment,0.15
assailant,0.15
insidious,0.05
contemptuous,0.225
lynch,0.125
temper,0.225
terrible,0.15
disparage,0.125
lunatic,0.025
bully,0.15
mad,0.15
makesmemad,0.225
infanticide,0.05
domination,0.15
peeved,0.225
imprisonment,0.125
curse,0.15
volatility,0.575
eradication,0.025
eradicate,0.225
tantrum,0.225
scoundrel,0.6
devastate,0.125
aggressively,0.225
agitation,0.225
dictatorship,0.15
irritates,0.225
profanity,0.225
shove,0.225
nasty,0.15
shot,0.575
cruelly,0.025
shoot,0.025
condemnation,0.125
crushed,0.125
aggravation,0.35
poisonous,0.125
egregious,0.35
crime,0.025
corrupting,0.15
dastardly,0.025
contempt,0.075
harmful,0.15
expletive,0.225
wreak,0.225
maniac,0.025
cutthroat,0.025
enemy,0.05
hit,0.225
hateeveryone,0.225
eruption,0.6
irritable,0.225
odious,0.05
shooting,0.125
shout,0.575
aggressive,0.025
kick,0.225
combat,0.025
fight,0.025
punished,0.125
yell,0.575
ambush,0.6
harass,0.35
malignant,0.025
aggressor,0.025
gore,0.15
destruction,0.025
grudge,0.225
antichrist,0.025
incense,0.725
expel,0.15
cranky,0.225
slave,0.125
reprisal,0.15
growl,0.05
animosity,0.15
insurrection,0.225
clashing,0.05
denounce,0.35
offended,0.15
spank,0.15
insulting,0.15
growls,0.225
executioner,0.125
twat,0.225
doomsday,0.125
obscenity,0.35
accused,0.05
feud,0.225
daemon,0.55
havoc,0.025
shackle,0.15
inexcusable,0.15
indignant,0.225
grr,0.225
expulsion,0.15
bombard,0.025
spat,0.225
arson,0.025
reprimand,0.225
somad,0.225
frustrated,0.225
batter,0.05
kicking,0.225
anarchy,0.025
spanking,0.225
glaring,0.225
suicidal,0.1
disgusting,0.05
wound,0.15
hanging,0.15
poisoned,0.125
combatant,0.025
wrecked,0.15
inflict,0.15
grievous,0.125
prosecute,0.15
agitated,0.225
cheat,0.35
swastika,0.05
injure,0.15
indict,0.05
scourge,0.125
provocation,0.25
suffocation,0
strife,0.25
raid,0.575
enslaved,0.125
cursing,0.35
defamatory,0.25
harassing,0.25
thundering,0.05
betray,0.55
arsehole,0.25
theft,0.15
insane,0.025
retaliation,0.025
irritate,0.25
deprivation,0.125
fiend,0.05
jerk,0.55
convict,0.15
cussed,0.25
turmoil,0.15
smack,0.25
retribution,0.15
rebellion,0.05
oppressor,0.125
gang,0.025
slavery,0.125
intolerable,0.25
adverse,0.175
injurious,0.15
twats,0.25
collision,0.25
battery,0.25
bitterly,0.15
antagonism,0.25
irritability,0.25
disgraced,0.125
diatribe,0.35
asshole,0.325
blast,0.575
bombardment,0.025
irks,0.25
ranting,0.25
revolution,0.575
thug,0.025
antagonistic,0.35
irritating,0.375
sickening,0.125
discrimination,0.15
frustrate,0.15
insult,0.55
hurtful,0.125
oppression,0.125
manipulation,0.05
tiredofit,0.25
bigot,0.05
tension,0.25
disgust,0.15
spite,0.25
intrusive,0.55
harshness,0.05
slur,0.175
tempest,0.55
assail,0.55
bitterness,0.575
morbidity,0.125
casualty,0.125
puncture,0.25
miserable,0.125
inferno,0.025
invasion,0.25
storming,0.25
wretch,0.125
consternation,0.075
raving,0.55
forcibly,0.025
guillotine,0.15
guilty,0.15
depraved,0.125
immoral,0.15
overpowering,0.05
scare,0.575
recalcitrant,0.35
screwed,0.25
accursed,0.125
soannoyed,0.25
invader,0.15
jealousy,0.575
indignation,0.35
vexed,0.25
confront,0.25
brute,0.15
throttle,0.25
slut,0.325
coup,0.55
blaze,0.25
pillage,0.05
provoking,0.375
damage,0.15
criminality,0.025
shutup,0.25
lash,0.05
conflict,0.15
contentious,0.075
shutit,0.25
wreck,0.575
defiant,0.25
butcher,0.05
incarceration,0.125
revolver,0.15
bickering,0.375
yousuck,0.25
cancer,0.1
discriminate,0.15
gun,0.025
frustration,0.25
gory,0.125
pernicious,0.15
dontmess,0.25
blasphemy,0.25
chaotic,0.25
grope,0.05
alienation,0.125
disturbance,0.575
condescension,0.15
standoff,0.025
discord,0.35
friggen,0.25
sneer,0.35
death,0.55
lunacy,0.15
scandalous,0.25
oppressive,0.15
jab,0.25
cursed,0.15
monstrosity,0.55
shit,0.325
disparaging,0.15
slash,0.25
unfair,0.15
gallows,0.125
escalate,0.25
intolerant,0.15
lawlessness,0.05
beast,0.025
torpedo,0.25
malign,0.35
traitor,0.15
frightful,0.125
wrangling,0.175
slander,0.35
bellows,0.25
retards,0.25
grouchy,0.25
derogatory,0.15
bearish,0.075
invade,0.575
perdition,0.15
arghh,0.25
dreadful,0.125
bluddy,0.25
deceived,0.25
glare,0.05
taunt,0.175
dissension,0.25
cross,0.175
rave,0.575
grating,0.35
devastating,0.575
fits,0.25
jeopardize,0.05
shatter,0.575
idiots,0.25
hurt,0.125
thief,0.55
uncontrollable,0.575
conflagration,0.05
betrayal,0.125
banshee,0.15
subjugation,0.15
disturbed,0.15
stomped,0.25
grab,0.25
grievance,0.15
ticked,0.25
masochism,0.05
defiance,0.05
blackmail,0.05
offensive,0.35
decry,0.25
frustrates,0.25
violation,0.55
confine,0.15
misery,0.1
arghhhh,0.25
disparity,0.15
punishment,0.025
rebel,0.075
preposterous,0.25
disgraceful,0.35
ire,0.25
deceive,0.15
fustrated,0.25
sin,0.15
shrill,0.55
darkside,0.25
overbearing,0.25
firearms,0.05
stolen,0.25
hadenough,0.25
prejudice,0.25
tackle,0.55
resentful,0.25
heated,0.25
callous,0.35
conspirator,0.05
ruined,0.125
antagonist,0.25
skirmish,0.25
menace,0.025
annoyin,0.25
foul,0.075
argument,0.25
humiliate,0.125
wanker,0.25
adversary,0.25
sting,0.05
entangled,0.15
grumble,0.375
robbery,0.15
outcry,0.575
resistance,0.575
irreconcilable,0.15
obstructive,0.25
dismay,0.55
mob,0.05
juststop,0.25
badness,0.05
ridicule,0.15
incendiary,0.575
flares,0.25
twofaced,0.25
reckless,0.075
communism,0.175
allegation,0.25
prejudicial,0.25
whip,0.25
unbridled,0.55
degeneracy,0.15
intruder,0.575
belittle,0.125
confinement,0.15
dispute,0.25
exacerbation,0.05
uprising,0.05
unjust,0.25
unjustifiable,0.075
perversion,0.15
bigoted,0.15
fiesty,0.25
offender,0.15
dictatorial,0.25
hassle,0.25
dissonance,0.25
tackled,0.25
renegade,0.25
cantstandit,0.25
trespass,0.25
hot,0.25
prison,0.15
suicide,0.1
annoy,0.375
leavemealone,0.25
cretins,0.25
depravity,0.325
idiotic,0.35
dishonest,0.15
distrust,0.05
broil,0.25
grrr,0.25
criticize,0.15
inimical,0.15
tortious,0.35
prisoner,0.15
treason,0.55
divorce,0.575
venting,0.25
duress,0.15
disrespectful,0.15
poaching,0.15
scold,0.175
poachers,0.25
pow,0.25
hangry,0.25
argumentation,0.25
frustrating,0.25
unkind,0.15
roar,0.25
coercion,0.15
unforgiving,0.15
grump,0.25
bile,0.325
unleash,0.25
chaos,0.15
victimized,0.55
jerks,0.25
tussle,0.25
bane,0.075
accusation,0.35
enmity,0.15
repudiation,0.35
banish,0.125
disfigured,0.125
storm,0.25
crazy,0.175
hammering,0.25
defy,0.55
antithesis,0.25
scoff,0.375
anguish,0.1
confined,0.15
fear,0.025
bout,0.25
unruly,0.075
delusional,0.075
obstruct,0.05
possessed,0.05
injustice,0.25
fervor,0.725
spear,0.05
derision,0.35
intractable,0.25
reject,0.575
dominate,0.05
ordeal,0.55
banished,0.125
rejects,0.15
shun,0.15
brunt,0.25
derogation,0.15
frenzied,0.05
animus,0.25
suppression,0.05
malpractice,0.25
brazen,0.25
foaming,0.25
disrupting,0.25
nobodycares,0.25
patronising,0.25
getoveryourself,0.25
toughness,0.55
stupidpeople,0.25
madness,0.025
sinful,0.125
avarice,0.35
oppress,0.125
cutting,0.15
anathema,0.15
annoyed,0.25
dissident,0.05
demand,0.25
usurp,0.25
claw,0.05
alienate,0.35
infraction,0.25
avenger,0.25
revoke,0.175
smuggler,0.05
abolish,0.25
fricking,0.25
stayaway,0.25
pervert,0.325
disservice,0.175
disobedient,0.25
incest,0.125
complaint,0.25
disapproved,0.15
inhuman,0.125
mocking,0.175
penalty,0.15
renounce,0.25
restrain,0.05
upheaval,0.15
deceit,0.55
obnoxious,0.15
imprisoned,0.125
strained,0.25
blame,0.375
oust,0.15
litigious,0.35
rivalry,0.25
sucker,0.25
opposed,0.075
thresh,0.175
disgrace,0.125
suspicious,0.65
turbulence,0.05
pound,0.25
coldness,0.15
ungrateful,0.35
stoopid,0.25
battalion,0.25
feudalism,0.15
hostage,0.025
annoying,0.25
dispossessed,0.15
subversion,0.05
friction,0.25
jealous,0.35
adversity,0.15
infidel,0.05
gall,0.375
accuser,0.05
ram,0.65
armament,0.025
thump,0.25
dislike,0.35
steal,0.125
backoff,0.25
stifled,0.15
incite,0.05
distress,0.55
angermanagement,0.25
selfish,0.35
injury,0.15
exile,0.125
insanity,0.125
offense,0.15
objection,0.25
smother,0.25
disruption,0.575
intolerance,0.05
disobey,0.35
selfishness,0.25
recidivism,0.15
subversive,0.55
huff,0.375
plunder,0.575
opposition,0.25
complain,0.15
perpetrator,0.175
simmer,0.65
areyoukidding,0.25
mug,0.175
agony,0.1
arrogant,0.35
sux,0.25
vent,0.25
elimination,0.15
picketing,0.25
haughty,0.25
grated,0.25
flagrant,0.35
busted,0.05
crabby,0.25
dying,0.1
idiocy,0.175
impermeable,0.05
stubbed,0.25
illegality,0.05
veto,0.25
constraint,0.175
mislead,0.575
illicit,0.05
troublesome,0.05
clamor,0.575
bayonet,0.05
suppress,0.175
intense,0.55
displeased,0.15
disapproving,0.15
hysterical,0.025
struggle,0.15
godless,0.25
desist,0.375
usurped,0.05
despotism,0.15
disagreeing,0.175
bad,0.15
unlawful,0.15
wrongly,0.15
repellent,0.05
dishonor,0.15
psychosis,0.125
wasted,0.35
wrongful,0.15
foe,0.05
aversion,0.075
gahhh,0.25
knuckles,0.25
ultimatum,0.05
schism,0.25
upset,0.15
effigy,0.25
punitive,0.15
worthless,0.15
separatist,0.35
ransom,0.025
deny,0.575
fugitive,0.575
mucked,0.25
abandonment,0.55
irritation,0.15
deleterious,0.05
stupidity,0.25
segregate,0.15
oblivion,0.05
payback,0.25
incongruous,0.25
eviction,0.15
collusion,0.15
rob,0.15
ravenous,0.15
overrun,0.25
infidelity,0.125
harbinger,0.05
painful,0.125
getoverit,0.25
martial,0.25
rejection,0.575
incredulous,0.35
stupidrain,0.25
defense,0.075
enforce,0.05
commotion,0.25
censor,0.575
gonorrhea,0.15
fraudulent,0.35
unsympathetic,0.25
fallacious,0.25
greed,0.35
defraud,0.35
banger,0.55
concealment,0.05
fuss,0.175
exasperation,0.375
disobedience,0.375
powerful,0.55
discontent,0.15
indecency,0.325
sedition,0.15
deportation,0.15
cracked,0.05
bang,0.575
barb,0.25
duel,0.05
sarcasm,0.175
cur,0.075
misrepresented,0.25
annoyance,0.375
scar,0.15
nettle,0.375
banishment,0.125
snubbed,0.25
penitentiary,0.25
penetration,0.05
blatant,0.375
force,0.075
perverse,0.05
wring,0.25
bastion,0.25
grim,0.125
moody,0.15
tiff,0.25
nothappy,0.25
surly,0.35
sordid,0.15
hunting,0.05
indenture,0.25
forfeit,0.175
areyoukiddingme,0.25
reproach,0.15
sham,0.35
awful,0.125
compulsion,0.25
implicate,0.25
contradict,0.25
inept,0.375
supremacy,0.55
sneak,0.575
disappoint,0.15
blockade,0.175
detainee,0.15
cantwin,0.25
squelch,0.375
lying,0.35
rail,0.625
forsaken,0.125
cacophony,0.375
antipathy,0.35
wop,0.25
badger,0.25
tremor,0.175
inequality,0.125
delusion,0.15
unthinkable,0.05
onerous,0.175
wrongdoing,0.15
nuisance,0.25
scrapie,0.175
epidemic,0.575
arguments,0.25
affront,0.55
traumatic,0.125
sodding,0.25
libel,0.575
annoys,0.25
soslow,0.25
watchout,0.25
frenetic,0.575
remiss,0.175
barge,0.25
sue,0.175
keyed,0.25
actionable,0.375
extinguish,0.25
fraud,0.25
untoward,0.375
illegal,0.15
nag,0.25
boxing,0.25
confiscate,0.15
howl,0.55
whatsthepoint,0.25
rabble,0.05
unfriendly,0.15
disrespect,0.25
dangit,0.25
brimstone,0.05
dissolution,0.525
rigged,0.25
grrrrr,0.25
earthquake,0.575
argh,0.25
pique,0.25
recklessness,0.575
disagree,0.25
lawsuit,0.55
disused,0.25
despair,0.125
immorality,0.35
coerce,0.05
firstworldprobs,0.25
touchy,0.175
pokes,0.25
falsification,0.25
rifle,0.05
sizzle,0.25
incurable,0.125
difficulty,0.15
sore,0.15
picket,0.075
concussion,0.15
stuckup,0.25
militia,0.175
rawr,0.25
faulty,0.25
sly,0.075
disillusionment,0.15
petpeeve,0.25
pitfall,0.55
infantile,0.35
pessimism,0.15
remand,0.25
cannon,0.05
vindicate,0.275
inhibit,0.175
distressing,0.05
nepotism,0.175
schizophrenia,0.15
skewed,0.625
disreputable,0.05
forbidding,0.05
conquest,0.075
bark,0.275
leukemia,0.125
disapprove,0.15
warrior,0.05
barks,0.275
retarded,0.275
unhappy,0.125
burke,0.175
challenge,0.075
belt,0.075
litigate,0.175
paucity,0.15
opinionated,0.275
disliked,0.15
aftermath,0.15
restriction,0.15
cad,0.375
incompetence,0.275
loudness,0.275
broken,0.15
polemic,0.35
sectarian,0.075
controversial,0.275
interrupting,0.275
fussy,0.375
wench,0.35
remove,0.175
brat,0.275
gruff,0.375
misbehavior,0.55
scarcity,0.15
losing,0.15
stigma,0.15
deserted,0.125
timewasters,0.275
disagreement,0.15
defect,0.275
hardened,0.05
lie,0.15
ulcer,0.175
retract,0.275
untrustworthy,0.275
pest,0.075
disappointed,0.125
bias,0.275
negation,0.275
bothering,0.15
stripped,0.15
antisocial,0.15
pirate,0.275
stingy,0.175
shoddy,0.35
unreliable,0.575
shaky,0.075
misleading,0.375
unsettled,0.075
evade,0.075
anxiety,0.15
disclaim,0.575
deterioration,0.15
impotence,0.15
interminable,0.65
disease,0.125
meddle,0.275
warp,0.175
averse,0.05
infamous,0.05
alcoholism,0.15
row,0.275
staticky,0.275
illegitimate,0.55
encumbrance,0.15
witchcraft,0.15
interrupt,0.55
scorpion,0.55
ill,0.15
sinner,0.15
inconsiderate,0.15
hulk,0.375
prohibited,0.05
dashed,0.15
brrr,0.275
fib,0.275
disqualified,0.15
spammers,0.275
phony,0.35
tighten,0.275
dislocated,0.15
scapegoat,0.075
victim,0.125
opponent,0.075
hiss,0.075
crusade,0.05
grumpy,0.175
resisting,0.175
inappropriate,0.175
haye,0.275
loss,0.125
trickery,0.55
eschew,0.175
neglected,0.125
canker,0.325
muff,0.35
crunch,0.275
duplicity,0.275
criticism,0.575
queues,0.275
shriek,0.575
depreciate,0.375
dismissal,0.525
chaff,0.075
dramaqueen,0.275
poverty,0.125
carelessness,0.35
deflate,0.15
dumps,0.15
dupe,0.275
mortality,0.15
revving,0.275
disallowed,0.175
boisterous,0.65
thoughtless,0.375
burial,0.125
wince,0.15
theocratic,0.55
sullen,0.15
involution,0.275
misuse,0.275
taxed,0.275
senseless,0.55
talons,0.05
stalemate,0.375
getyourown,0.275
hoax,0.55
depreciated,0.15
depressed,0.125
wasteful,0.175
paralysis,0.125
displaced,0.125
limited,0.175
disapointment,0.275
orc,0.05
ridiculous,0.375
homeless,0.125
spine,0.275
teasing,0.075
presumptuous,0.35
react,0.075
sharpen,0.65
barrier,0.275
hoot,0.375
twitchy,0.275
myopia,0.175
flexin,0.275
lagging,0.175
contraband,0.05
incompatible,0.175
shiver,0.175
spam,0.275
agh,0.275
disconnects,0.275
delinquent,0.35
restitution,0.275
foray,0.275
troll,0.05
unfairness,0.125
buffering,0.275
noncompliance,0.15
nether,0.175
bogus,0.35
immaturity,0.625
uncaring,0.15
bugaboo,0.175
feisty,0.275
shock,0.575
humbug,0.175
notamorningperson,0.275
feminism,0.275
inoperative,0.275
bear,0.05
inconvenient,0.175
latent,0.525
defendant,0.175
nopoint,0.275
rapping,0.275
pry,0.575
quandary,0.05
interrupts,0.275
fluctuation,0.075
exaggerate,0.275
lose,0.55
patter,0.275
furnace,0.275
stone,0.275
tease,0.175
shoplifting,0.35
soldier,0.175
incompetent,0.175
indoctrination,0.05
rocket,0.275
skid,0.175
noisy,0.275
notoriety,0.1
cane,0.075
unfollow,0.275
tripping,0.15
attentionseeker,0.275
mastery,0.525
socialist,0.2
falsehood,0.575
complicate,0.275
lawyer,0.075
untrue,0.275
nonsense,0.275
pouting,0.275
witch,0.05
detract,0.275
obstacle,0.575
halter,0.175
fenced,0.275
capslock,0.275
dontunderstand,0.275
vampire,0.05
ringer,0.275
frowning,0.15
saber,0.05
hunger,0.275
shell,0.525
wokemeup,0.275
recession,0.15
failing,0.125
dabbling,0.375
politics,0.275
lava,0.05
rascal,0.075
imtryingtosleep,0.275
tariff,0.375
undesirable,0.15
darkness,0.15
versus,0.275
copycat,0.375
resign,0.15
soaked,0.275
unfulfilled,0.525
abandoned,0.125
unattainable,0.15
owing,0.575
bankruptcy,0.15
misconception,0.05
tool,0.275
warden,0.55
compress,0.275
mosquito,0.35
whiny,0.275
somethingigetalot,0.275
confusion,0.175
unhelpful,0.275
twitching,0.275
nosey,0.275
overpriced,0.175
adder,0.175
harry,0.2
shortage,0.175
melodrama,0.175
possession,0.05
desert,0.175
overplayed,0.275
unpaid,0.2
powerless,0.125
sentence,0.175
inefficient,0.15
arraignment,0.175
pout,0.275
unlucky,0.15
rook,0.375
backbone,0.525
uninvited,0.175
court,0.075
endless,0.575
adverts,0.275
distracted,0.275
delay,0.175
misstatement,0.375
misunderstanding,0.175
inadmissible,0.375
excite,0.575
lightning,0.55
preclude,0.275
mournful,0.125
insecure,0.15
incase,0.175
mutter,0.275
pare,0.175
rating,0.2
claimant,0.375
insist,0.275
mistress,0.35
distracting,0.65
opium,0.175
deserve,0.55
willful,0.175
treat,0.55
insists,0.275
excitation,0.575
mighty,0.55
liberate,0.55
indecisive,0.075
hormonal,0.275
peice,0.275
gibberish,0.275
misplace,0.375
fee,0.275
thanksalot,0.275
fleece,0.2
yelp,0.55
mule,0.575
unequal,0.15
hamstring,0.175
bargaining,0.275
insufficiency,0.275
insignificant,0.15
attentionseekers,0.275
coop,0.375
rheumatism,0.15
forearm,0.625
indifference,0.175
underpaid,0.15
involvement,0.275
justthebeginning,0.275
disinformation,0.075
uncertain,0.575
bee,0.075
attorney,0.575
pretending,0.275
campaigning,0.1
hopelessness,0.125
feeling,0.55
legalized,0.55
caution,0.075
sterling,0.55
morals,0.525
subsidy,0.375
obliging,0.55
wimpy,0.175
bummer,0.15
saloon,0.275
blemish,0.175
misspell,0.275
repay,0.55
surcharge,0.275
geez,0.275
birch,0.075
noob,0.275
honk,0.275
orchestra,0.55
wireless,0.525
competitive,0.3
standstill,0.075
inattention,0.3
reversal,0.55
lace,0.575
elbow,0.3
instinctive,0.075
chant,0.525
gnome,0.075
lonely,0.125
tolerate,0.175
management,0.55
advocacy,0.525
moral,0.525
roadworks,0.3
honest,0.525
gent,0.075
forgetful,0.3
liquor,0.725
money,0.575
hood,0.075
curriculum,0.3
words,0.3
smell,0.35
playful,0.55
opera,0.575
elf,0.075
nurture,0.525
trumpet,0.3
counsellor,0.55
asleeep,0.3
birthplace,0.3
ribbon,0.625
youth,0.525
vote,0.55
cash,0.55
wannasleep,0.3
waffle,0.2
dame,0.575
buffet,0.3
celebrity,0.575
sisterhood,0.525
autocorrect,0.3
musical,0.55
happiest,0.8
happiness,0.675
bliss,0.8
celebrating,0.675
jubilant,0.55
ecstatic,0.55
elation,0.8
beaming,0.65
bestdayever,0.8
loveee,0.8
celebration,0.55
awesomeness,0.8
joy,0.8
joyous,0.8
fabulous,0.8
happily,0.8
excitement,0.575
exuberance,0.8
makesmehappy,0.8
euphoria,0.8
lovee,0.8
gratitude,0.55
happydance,0.8
merriment,0.55
spectacular,0.575
overjoyed,0.8
purebliss,0.8
triumphant,0.55
ecstasy,0.675
lovelovelove,0.8
cheerful,0.55
cheer,0.55
elated,0.8
peaceofmind,0.8
jolly,0.8
delighted,0.55
lovethis,0.8
exhilaration,0.575
pleasures,0.8
laugh,0.525
marvelously,0.8
loving,0.525
joyful,0.55
blissful,0.8
outstanding,0.8
pleasurable,0.8
lovinglife,0.8
enthusiastic,0.8
glee,0.8
iloveher,0.8
yaaaay,0.8
overthemoon,0.8
happyplace,0.8
sohappy,0.775
superb,0.775
woohoo,0.775
laughing,0.775
wonderful,0.55
hooray,0.775
loved,0.775
tearsofjoy,0.775
hallelujah,0.775
magnificent,0.55
glory,0.55
ilovechristmas,0.775
brilliant,0.55
celebrated,0.675
cheering,0.775
yayyyy,0.775
heavenly,0.55
exciting,0.575
thrilled,0.775
mademyday,0.775
hohoho,0.775
celebrate,0.775
wonderfully,0.525
blessing,0.55
favoriteholiday,0.775
paradise,0.775
marvellous,0.775
festive,0.775
sweetness,0.775
blessed,0.775
celebrations,0.775
compliment,0.55
smiling,0.775
allsmiles,0.775
love,0.525
enchanting,0.65
homesweethome,0.775
thankyougod,0.775
marvelous,0.55
laughter,0.55
goodmood,0.775
goodness,0.525
excellence,0.525
sensational,0.775
joys,0.775
delightful,0.55
excited,0.55
rejoicing,0.55
happyheart,0.775
celebratory,0.775
greatful,0.775
jovial,0.775
rejoice,0.55
splendid,0.55
enjoy,0.55
smiley,0.775
glorious,0.775
victorious,0.775
lovemaking,0.55
bonanza,0.775
greatday,0.775
excellent,0.525
goodtimes,0.775
whatmakesmesmile,0.775
happyday,0.775
myfavorite,0.775
thankyoulord,0.775
gladness,0.775
yayyy,0.775
yeahhhh,0.775
pleasure,0.775
giggle,0.775
happier,0.775
lovemylife,0.775
magnificence,0.55
happytweet,0.775
lovinlife,0.775
yesss,0.775
dancing,0.775
success,0.65
grateful,0.775
amuse,0.775
splendor,0.55
happy,0.55
fun,0.65
giggling,0.775
glad,0.65
glorify,0.55
radiant,0.775
beautiful,0.775
solucky,0.775
sothankful,0.775
enchanted,0.55
romance,0.55
perfection,0.525
christmassy,0.775
heavens,0.55
thrilling,0.575
lovable,0.525
congrats,0.775
fiesta,0.575
entertain,0.775
happyvalentinesday,0.775
miraculous,0.575
cheers,0.775
cheered,0.775
positivity,0.55
funday,0.775
enjoying,0.55
lifeisgood,0.775
amused,0.775
goodfeeling,0.775
christmasspirit,0.775
cuddling,0.775
smiles,0.775
sosweet,0.775
thebest,0.775
party,0.775
delight,0.675
orgasm,0.675
positive,0.775
sweetheart,0.55
enlighten,0.55
cheerfulness,0.55
miracles,0.775
giddy,0.775
christmastime,0.775
gratify,0.525
greatness,0.55
friendliness,0.525
blessings,0.55
laughs,0.775
tistheseason,0.775
smile,0.55
pleasing,0.775
romantic,0.55
happyholidays,0.775
frolic,0.775
jubilee,0.55
miracle,0.55
enthusiasm,0.575
selflove,0.775
triumph,0.675
magical,0.55
rewarding,0.775
goodvibes,0.775
positiveenergy,0.775
feelgood,0.775
prosperity,0.775
behappy,0.775
admiration,0.525
passionate,0.55
goodday,0.775
luxurious,0.775
tgif,0.775
victory,0.55
feelinggood,0.775
enchant,0.55
greatnight,0.775
vivacious,0.775
glorification,0.775
sing,0.55
glowing,0.775
yessss,0.775
fulfillment,0.525
breathtaking,0.775
